0.0,1.06298e-06
1.00098,1.75633e-07
2.00196,5.45202e-08
3.00293,-4.08383e-07
4.00391,8.21613e-07
5.00489,1.8818e-06
6.00587,2.2441e-06
7.00684,8.91371e-07
8.00782,7.01489e-07
9.0088,1.6627e-06
10.0098,-8.63448e-07
11.0107,2.38434e-06
12.0117,6.10193e-07
13.0127,-1.36873e-06
14.0137,1.24778e-06
15.0147,-2.67337e-07
16.0156,1.53978e-07
17.0166,5.18997e-07
18.0176,7.89535e-07
19.0186,8.27343e-07
20.0195,2.74242e-07
21.0205,4.55901e-09
22.0215,8.52044e-08
23.0225,5.01978e-07
24.0235,6.0532e-07
25.0244,3.92114e-07
26.0254,4.34962e-07
27.0264,7.03594e-07
28.0274,4.49201e-07
29.0283,3.92208e-07
30.0293,3.20856e-07
31.0303,4.59397e-07
32.0313,4.99595e-07
33.0323,5.12395e-07
34.0332,5.7011e-07
35.0342,4.03072e-07
36.0352,5.51046e-07
37.0362,6.7181e-07
38.0371,5.57395e-07
39.0381,1.05187e-06
40.0391,4.89561e-07
41.0401,-5.22844e-08
42.041,2.16537e-07
43.042,1.3772e-07
44.043,6.66244e-07
45.044,5.05898e-07
46.045,5.62652e-07
47.0459,3.70194e-07
48.0469,4.30678e-07
49.0479,3.58173e-07
50.0489,4.61874e-07
51.0499,6.17227e-07
52.0508,3.48327e-07
53.0518,3.88862e-07
54.0528,7.94765e-07
55.0538,8.54301e-07
56.0547,1.39373e-07
57.0557,2.48073e-07
58.0567,-1.79904e-07
59.0577,4.91195e-07
60.0586,7.64565e-08
61.0596,2.42501e-07
62.0606,6.56827e-08
63.0616,-1.26198e-07
64.0626,1.25129e-07
65.0635,-4.9735e-07
66.0645,3.46457e-07
67.0655,-2.60298e-06
68.0665,4.43147e-07
69.0674,3.34409e-06
70.0684,4.90111e-07
71.0694,1.46544e-06
72.0704,6.84309e-07
73.0714,8.0548e-07
74.0723,9.44232e-07
75.0733,6.04786e-07
76.0743,9.13499e-07
77.0753,6.03935e-07
78.0762,6.46676e-07
79.0772,4.04863e-07
80.0782,7.50608e-07
81.0792,7.47889e-07
82.0801,6.59192e-07
83.0811,6.89533e-07
84.0821,5.19668e-07
85.0831,4.63248e-07
86.084,7.83219e-07
87.085,4.77716e-07
88.086,4.30102e-07
89.087,9.83676e-08
90.088,-6.05587e-07
91.0889,-1.04767e-07
92.0899,2.49053e-07
93.0909,7.74817e-07
94.0919,1.1205e-06
95.0929,7.12297e-07
96.0938,8.19002e-08
97.0948,1.05826e-07
98.0958,5.21266e-07
99.0968,4.41241e-07
100.098,-4.79185e-05
101.099,2.13656e-07
102.1,-5.85529e-07
103.101,-5.28984e-07
104.102,6.26669e-07
105.103,1.65278e-06
106.104,1.58556e-06
107.105,1.08555e-06
108.106,9.01441e-07
109.107,9.69108e-07
110.108,9.56932e-07
111.108,1.01194e-06
112.109,9.34439e-07
113.11,7.18368e-07
114.111,7.28273e-07
115.112,3.11279e-07
116.113,7.88619e-07
117.114,1.16889e-06
118.115,7.45009e-07
119.116,1.05605e-06
120.117,7.3151e-07
121.118,3.5563e-07
122.119,7.27716e-07
123.12,7.43535e-07
124.121,6.81603e-07
125.122,6.02802e-07
126.123,4.80887e-07
127.124,7.19334e-07
128.125,5.91958e-07
129.126,5.99719e-07
130.127,5.36022e-07
131.128,5.72786e-07
132.129,6.03604e-07
133.13,6.4155e-07
134.131,4.74582e-07
135.132,4.57903e-07
136.133,5.43148e-07
137.134,5.82897e-07
138.135,1.19934e-06
139.136,1.96057e-07
140.137,7.8479e-07
141.138,1.40328e-06
142.139,5.60097e-07
143.14,1.04017e-06
144.141,6.21571e-07
145.142,7.13814e-07
146.143,1.30785e-06
147.144,1.62065e-06
148.145,6.81819e-07
149.146,-5.38603e-07
150.147,-2.00802e-07
151.148,5.65306e-07
152.149,8.52114e-07
153.15,5.69162e-07
154.151,9.97803e-07
155.151,1.30507e-06
156.152,2.34329e-07
157.153,2.06762e-07
158.154,4.49662e-07
159.155,7.41356e-07
160.156,7.39724e-07
161.157,6.58051e-07
162.158,7.55156e-07
163.159,4.40381e-07
164.16,5.82387e-07
165.161,7.24885e-07
166.162,6.08451e-07
167.163,1.00416e-06
168.164,5.77221e-07
169.165,5.2923e-07
170.166,8.50935e-07
171.167,6.358e-07
172.168,6.24573e-07
173.169,5.37423e-07
174.17,5.33771e-07
175.171,4.95013e-07
176.172,6.13541e-07
177.173,7.0847e-07
178.174,4.67459e-07
179.175,1.0537e-06
180.176,6.42612e-07
181.177,5.61841e-07
182.178,9.72239e-07
183.179,-4.81303e-07
184.18,7.3174e-07
185.181,1.90028e-06
186.182,8.6505e-07
187.183,9.56532e-07
188.184,9.61102e-07
189.185,4.09933e-07
190.186,3.9262e-07
191.187,3.61834e-07
192.188,7.23506e-07
193.189,1.17194e-06
194.19,1.00184e-06
195.191,1.49243e-06
196.192,4.56108e-07
197.193,-3.77115e-07
198.194,-5.00524e-08
199.195,-1.2737e-08
200.195,-9.59531e-05
201.196,7.00176e-07
202.197,7.63859e-07
203.198,5.47147e-07
204.199,4.6732e-07
205.2,4.25559e-07
206.201,5.21588e-07
207.202,4.62192e-07
208.203,5.68158e-07
209.204,6.07232e-07
210.205,6.25952e-07
211.206,6.95001e-07
212.207,-3.42319e-07
213.208,4.51262e-07
214.209,5.15521e-07
215.21,2.48548e-07
216.211,4.27273e-07
217.212,1.1102e-06
218.213,4.94891e-07
219.214,1.88333e-06
220.215,5.29958e-07
221.216,-8.81082e-07
222.217,6.15844e-07
223.218,1.82869e-07
224.219,5.20121e-07
225.22,3.42554e-07
226.221,4.05804e-07
227.222,-2.53689e-07
228.223,3.84247e-07
229.224,1.46814e-06
230.225,5.73239e-07
231.226,6.31587e-07
232.227,4.87438e-07
233.228,6.75099e-07
234.229,2.23344e-07
235.23,2.56787e-07
236.231,5.56424e-07
237.232,6.3132e-07
238.233,6.25939e-07
239.234,6.16131e-07
240.235,7.12565e-07
241.236,5.34592e-07
242.237,5.23471e-07
243.237,4.40008e-07
244.238,6.32063e-07
245.239,9.47114e-07
246.24,1.13512e-06
247.241,3.05427e-07
248.242,4.074e-07
249.243,6.2296e-07
250.244,7.70828e-09
251.245,9.60412e-08
252.246,4.80244e-07
253.247,6.76058e-07
254.248,6.50781e-07
255.249,6.05939e-07
256.25,2.97524e-07
257.251,5.26953e-07
258.252,3.80913e-07
259.253,3.93476e-07
260.254,5.1061e-07
261.255,8.28806e-07
262.256,6.03897e-07
263.257,4.22982e-07
264.258,6.6779e-07
265.259,5.08684e-07
266.26,9.68918e-07
267.261,2.26465e-07
268.262,5.65215e-07
269.263,9.65916e-07
270.264,3.00685e-07
271.265,6.98278e-07
272.266,9.21987e-07
273.267,6.86654e-07
274.268,1.25648e-07
275.269,-5.65626e-08
276.27,7.74801e-07
277.271,1.28558e-06
278.272,1.04489e-06
279.273,7.62902e-07
280.274,2.79314e-07
281.275,6.75551e-07
282.276,8.02645e-07
283.277,2.68633e-07
284.278,5.19772e-07
285.279,1.00113e-06
286.28,7.63369e-07
287.281,6.82937e-07
288.281,9.20416e-07
289.282,4.25114e-07
290.283,3.16575e-07
291.284,5.29039e-07
292.285,1.09715e-06
293.286,1.68486e-06
294.287,2.26783e-06
295.288,2.20905e-06
296.289,7.43194e-07
297.29,-6.08851e-07
298.291,-8.29346e-07
299.292,-4.73925e-07
300.293,-0.000143255
301.294,9.07781e-07
302.295,6.53846e-07
303.296,4.40125e-07
304.297,2.79394e-07
305.298,4.82223e-07
306.299,5.23063e-07
307.3,1.19439e-06
308.301,4.76687e-07
309.302,-2.17329e-07
310.303,6.63363e-07
311.304,6.00941e-07
312.305,-6.83453e-07
313.306,4.34778e-07
314.307,3.61118e-07
315.308,3.21232e-07
316.309,4.35722e-07
317.31,6.03893e-07
318.311,4.61685e-07
319.312,3.83392e-07
320.313,3.74442e-07
321.314,5.47892e-07
322.315,4.5944e-07
323.316,7.16222e-07
324.317,3.38647e-07
325.318,1.77537e-07
326.319,5.34661e-07
327.32,3.74009e-07
328.321,6.47691e-07
329.322,8.8318e-07
330.323,4.30906e-07
331.323,6.10998e-07
332.324,6.90478e-07
333.325,6.36479e-07
334.326,7.38072e-07
335.327,3.58731e-07
336.328,4.37666e-07
337.329,6.36158e-07
338.33,7.05391e-07
339.331,8.1136e-07
340.332,5.45253e-07
341.333,2.01958e-07
342.334,2.32453e-07
343.335,1.11409e-07
344.336,7.14723e-07
345.337,1.27056e-06
346.338,1.06308e-06
347.339,1.06793e-06
348.34,8.95382e-07
349.341,4.1344e-07
350.342,6.64975e-07
351.343,5.4467e-07
352.344,7.14273e-07
353.345,1.315e-06
354.346,8.52685e-07
355.347,3.36985e-06
356.348,6.99714e-07
357.349,-2.47994e-06
358.35,2.49364e-07
359.351,-5.48861e-07
360.352,3.28833e-07
361.353,2.27346e-07
362.354,-1.22322e-08
363.355,4.56662e-08
364.356,2.23133e-07
365.357,7.60059e-07
366.358,2.99614e-07
367.359,5.99633e-07
368.36,1.59389e-08
369.361,4.54855e-07
370.362,3.04121e-07
371.363,6.10193e-07
372.364,2.98383e-07
373.365,6.24451e-08
374.366,1.69362e-07
375.367,6.99634e-07
376.368,6.13996e-07
377.369,-3.08083e-07
378.37,8.33419e-07
379.37,-3.40485e-07
380.371,4.69102e-07
381.372,1.36086e-06
382.373,2.56405e-07
383.374,5.15797e-07
384.375,2.36958e-07
385.376,5.02126e-07
386.377,8.17489e-07
387.378,3.21068e-07
388.379,3.35617e-07
389.38,-4.64425e-09
390.381,-7.76424e-07
391.382,6.91578e-07
392.383,4.88812e-07
393.384,3.89907e-07
394.385,1.76296e-06
395.386,1.09978e-06
396.387,6.58014e-07
397.388,6.46812e-07
398.389,2.84683e-07
399.39,7.53641e-07
400.391,1.04363e-06
401.392,7.02846e-07
402.393,6.22511e-07
403.394,3.20963e-07
404.395,7.04368e-07
405.396,5.06201e-07
406.397,6.06081e-07
407.398,5.9334e-07
408.399,3.24668e-07
409.4,5.87622e-07
410.401,7.98284e-07
411.402,1.06861e-06
412.403,-1.15397e-06
413.404,5.53824e-07
414.405,5.3497e-07
415.406,7.20358e-07
416.407,6.03823e-07
417.408,6.33398e-07
418.409,5.25636e-07
419.41,3.77401e-07
420.411,7.82606e-07
421.411,9.95175e-07
422.412,9.33844e-07
423.413,7.2315e-07
424.414,6.03605e-07
425.415,-9.58543e-08
426.416,5.57252e-07
427.417,1.635e-07
428.418,7.82444e-07
429.419,9.84974e-07
430.42,8.39382e-07
431.421,1.1121e-06
432.422,9.83616e-07
433.423,1.30659e-06
434.424,1.31257e-08
435.425,2.77809e-06
436.426,7.23113e-07
437.427,-1.56932e-06
438.428,1.38842e-06
439.429,1.22819e-06
440.43,3.64398e-07
441.431,-8.58673e-07
442.432,4.0934e-07
443.433,2.56341e-07
444.434,2.79586e-08
445.435,7.87599e-07
446.436,2.03601e-07
447.437,5.81507e-07
448.438,4.64576e-07
449.439,4.51163e-07
450.44,2.70422e-07
451.441,3.01123e-07
452.442,6.30075e-07
453.443,6.52206e-07
454.444,8.27198e-07
455.445,7.36144e-07
456.446,1.10534e-06
457.447,6.85823e-07
458.448,2.30835e-07
459.449,1.02131e-06
460.45,7.52318e-07
461.451,-2.62077e-08
462.452,8.03557e-07
463.453,2.27887e-07
464.453,5.70803e-07
465.454,7.6357e-07
466.455,5.649e-07
467.456,7.39187e-07
468.457,-2.21862e-07
469.458,4.71021e-07
470.459,5.90258e-07
471.46,2.59636e-07
472.461,4.02456e-07
473.462,4.74935e-07
474.463,1.09862e-07
475.464,9.3441e-07
476.465,4.98334e-07
477.466,-1.3751e-08
478.467,6.46482e-07
479.468,6.07673e-07
480.469,5.34129e-07
481.47,6.4983e-07
482.471,5.71146e-07
483.472,3.9148e-08
484.473,5.86962e-07
485.474,1.43261e-06
486.475,1.00226e-06
487.476,6.92676e-07
488.477,5.13086e-07
489.478,2.04863e-07
490.479,-7.97541e-08
491.48,-6.14995e-08
492.481,4.2041e-07
493.482,5.35078e-07
494.483,4.82602e-07
495.484,4.74535e-07
496.485,4.64895e-07
497.486,4.68743e-07
498.487,4.25894e-07
499.488,6.22442e-07
500.489,5.30169e-07
501.49,4.3799e-07
502.491,8.26253e-07
503.492,3.92547e-07
504.493,4.73908e-07
505.494,6.78514e-07
506.495,1.28602e-07
507.496,9.52039e-07
508.497,3.13212e-07
509.498,-2.26959e-07
510.499,3.79555e-07
511.5,1.53481e-07
